,Station_id,Inspection Station,latitude,longitude,Overall_inspection_count,Emissions_inspection_count,Overall_fails,Safety_fails,Emissions_fails,Overall_fail_rate,Safety_fail_rate,Emissions_fail_rate,Overall_fail_rate_per_station,Safety_fail_rate_per_station,Emissions_fail_rate_per_station
770,PB100054,SULLIVAN TIRE CO INC.,42.383544,-71.237331,1299,1135,183,137,51,0.000468817,0.000592261,0.000290051,0.140877598,0.105465743,0.044933921
771,PB100078,HERB CHAMBERS AUDI BURLINGTON,42.490637,-71.191545,2975,2826,182,42,141,0.000466255,0.000181569,0.000801906,0.061176471,0.014117647,0.049893843
772,PB037130,ELLIOT STREET SUNOCO,42.317956,-71.212905,4454,3879,182,100,90,0.000466255,0.000432307,0.000511855,0.040862146,0.022451729,0.023201856
773,PB035639,DEDHAM EXXON,42.246641,-71.174462,5254,4134,182,59,127,0.000466255,0.000255061,0.000722284,0.034640274,0.011229539,0.030720851
774,PB005870,BILL'S SUNOCO SERVICE,41.786955,-69.987555,7846,5739,181,19,163,0.000463694,8.21E-05,0.000927027,0.02306908,0.002421616,0.028402161
775,PB010698,GAS EXPRESS,42.612212,-71.331778,3703,3240,181,100,92,0.000463694,0.000432307,0.00052323,0.048879287,0.027005131,0.028395062
776,PB021717,BERNARDI AUDI,42.301572,-71.345566,3804,3663,181,30,152,0.000463694,0.000129692,0.000864466,0.047581493,0.007886435,0.041496041
777,PB037726,MID- WAY GARAGE  INSPECTION,41.631514,-70.388509,5691,4499,181,63,120,0.000463694,0.000272354,0.000682474,0.031804604,0.011070111,0.026672594
778,PB005501,R & P AUTOMOTIVE SERVICE SERVICE,42.634439,-71.377909,3027,2623,180,94,92,0.000461132,0.000406369,0.00052323,0.059464817,0.031053849,0.035074342
779,PB005622,MERCEDES-BENZ OF BOSTON,42.378564,-71.088528,3904,3738,180,21,162,0.000461132,9.08E-05,0.000921339,0.046106557,0.005379098,0.043338684
780,PB042576,M & L EQUIPMENT REPAIR,42.258273,-72.229702,3273,1826,180,46,136,0.000461132,0.000198861,0.00077347,0.054995417,0.014054384,0.074479737
781,PB007590,BALLARD MACK SALES & SERVICE INC,42.222002,-71.774316,672,451,180,150,53,0.000461132,0.000648461,0.000301426,0.267857143,0.223214286,0.11751663
782,PB036577,JOE'S CITGO,42.613756,-71.411302,3254,2635,179,109,84,0.00045857,0.000471215,0.000477731,0.055009219,0.033497234,0.031878558
783,PB005364,GERVAIS INC,42.552532,-71.570384,2194,2013,179,105,82,0.00045857,0.000453923,0.000466357,0.081586144,0.047857794,0.040735221
784,FL004954,RYDER TRANSPORTATION SERVICES,42.218857,-71.039972,620,541,179,158,30,0.00045857,0.000683045,0.000170618,0.288709677,0.25483871,0.055452865
785,PB050560,SWANSEA GAS,42.351133,-71.546519,2975,2531,179,85,101,0.00045857,0.000367461,0.000574415,0.060168067,0.028571429,0.039905176
786,PB025785,FERREIRA TOWING INC,42.583431,-71.386504,2034,1523,179,120,71,0.00045857,0.000518769,0.000403797,0.088003933,0.05899705,0.046618516
787,PB004731,ACHINS GARAGE INC,41.991933,-71.329932,4509,3594,178,63,120,0.000456008,0.000272354,0.000682474,0.039476602,0.013972056,0.033388982
788,PB050635,OCEAN GROVE TIRE & AUTO,41.730971,-71.207214,2142,1625,178,137,46,0.000456008,0.000592261,0.000261615,0.083099907,0.063958917,0.028307692
789,PB010791,LIFE STORAGE LP,42.129578,-71.636658,1170,1041,178,167,17,0.000456008,0.000721953,9.67E-05,0.152136752,0.142735043,0.016330451
790,PB028547,SIMONS SERVICE & SALES,42.688349,-71.146237,1117,965,177,155,34,0.000453446,0.000670076,0.000193367,0.158460161,0.138764548,0.035233161
791,PB021794,MYSTIC STREET GULF,42.419771,-71.15262,4185,3628,177,85,95,0.000453446,0.000367461,0.000540292,0.042293907,0.020310633,0.026185226
792,PB050041,BASSIL BROTHERS UNITED INC,41.6673,-70.1881,4412,3433,177,66,116,0.000453446,0.000285323,0.000659724,0.04011786,0.014959202,0.033789688
793,PB035875,HERB CHAMBERS CHEVROLET OF DANVERS,42.55355,-70.963796,1843,1723,177,72,111,0.000453446,0.000311261,0.000631288,0.096039067,0.039066739,0.064422519
794,PB004570,FLOYD & GLENNS INC,42.196716,-71.322287,1748,1417,177,131,56,0.000453446,0.000566322,0.000318488,0.101258581,0.074942792,0.039520113
795,PB005314,ACURA OF BOSTON,42.359362,-71.150762,2907,2758,177,20,160,0.000453446,8.65E-05,0.000909965,0.060887513,0.006879945,0.058013053
796,PB004561,BELSITO AUTOMOTIVE,42.227626,-71.757779,2080,1586,176,87,98,0.000450884,0.000376107,0.000557353,0.084615385,0.041826923,0.061790668
797,PB004885,"S & E AUTO SERVICE AND SALES, INC.",42.195393,-70.925163,1783,1629,176,127,57,0.000450884,0.00054903,0.000324175,0.098710039,0.071228267,0.034990792
798,PB035139,ASHLAND AUTO SERVICE CENTER INC,42.259445,-71.46179,3918,3237,176,99,84,0.000450884,0.000427984,0.000477731,0.044920878,0.025267994,0.025949954
799,PB100022,Midas of Dartmouth,41.63988,-70.984824,1357,1154,176,130,51,0.000450884,0.000561999,0.000290051,0.129697863,0.095799558,0.044194107
800,PB100055,RUNYONS AUTO REPAIR,42.222699,-72.065372,3683,2733,175,38,139,0.000448323,0.000164277,0.000790532,0.047515612,0.010317676,0.050859861
801,PB050513,DAOU'S AUTOMOTIVE,42.097929,-72.019577,1574,1223,175,112,68,0.000448323,0.000484184,0.000386735,0.111181703,0.07115629,0.055600981
802,PB050731,GENUINES INSPECTION,41.809769,-70.805172,3902,2467,175,55,123,0.000448323,0.000237769,0.000699535,0.044848795,0.014095336,0.049858127
803,PB005102,MIKES TRUCK SERVICE,42.187642,-71.755474,1546,1200,174,106,77,0.000445761,0.000458246,0.000437921,0.112548512,0.068564036,0.064166667
804,PB035421,"JOHN'S ARCO, INC.",41.889434,-71.332116,2618,2107,174,119,61,0.000445761,0.000514446,0.000346924,0.066462949,0.045454545,0.028951115
805,PB050259,SKYLINE SERVICES LLC,42.1571,-72.7482,1698,1170,174,138,41,0.000445761,0.000596584,0.000233178,0.102473498,0.081272085,0.035042735
806,PB004621,FIORES INC.,42.279076,-71.683925,2923,2602,174,85,96,0.000445761,0.000367461,0.000545979,0.059527882,0.029079713,0.036894696
807,PB004506,CURRY HONDA,42.178806,-72.576879,4419,4207,174,100,81,0.000445761,0.000432307,0.00046067,0.039375424,0.022629554,0.019253625
808,PB100005,School Street Automotive,42.243968,-71.002646,2780,2445,173,85,97,0.000443199,0.000367461,0.000551666,0.062230216,0.03057554,0.039672802
809,PB100071,EXPRESS GAS CENTRAL STREET INC.,42.125952,-71.071764,2253,1917,173,80,98,0.000443199,0.000345846,0.000557353,0.076786507,0.035508211,0.051121544
810,PB050346,FAMILY SERVICE STATION,42.154225,-70.955653,2646,2183,172,75,102,0.000440637,0.00032423,0.000580102,0.065003779,0.028344671,0.046724691
811,PB050646,"HAVERHILL FORD, LLC. D/B/A AUTOFAIR FORD OF HAVERHILL",42.783589,-71.117602,3973,3859,172,79,94,0.000440637,0.000341523,0.000534604,0.043292223,0.019884218,0.024358642
812,PB005164,BAYSIDE AUTOMOTIVE INC.,41.677753,-71.190406,2076,1637,171,139,50,0.000438075,0.000600907,0.000284364,0.082369942,0.066955684,0.030543677
813,PB035504,HERB CHAMBERS INFINITI OF WESTBOROUGH,42.282769,-71.65202,2346,2283,170,96,79,0.000435513,0.000415015,0.000449295,0.072463768,0.040920716,0.034603592
814,PB037435,1A AUTO CLINIC,42.133682,-71.261626,1863,1644,169,131,45,0.000432951,0.000566322,0.000255928,0.090713902,0.070316694,0.027372263
815,PB005466,DAVE'S TIRE & AUTO SERVICE INC,41.70079,-71.149175,2161,1697,169,115,64,0.000432951,0.000497153,0.000363986,0.078204535,0.053216104,0.037713612
816,PB005550,MILLER AUTOMOTIVE SERVICES INC,42.534405,-71.5344,1979,1656,168,110,65,0.00043039,0.000475538,0.000369673,0.084891359,0.055583628,0.039251208
817,PB100069,D&K BROTHERS INC.,42.277579,-71.412472,1654,1124,168,66,110,0.00043039,0.000285323,0.000625601,0.101571947,0.039903265,0.097864769
818,PB100118,IMPERIAL TOYOTA,42.162137,-71.506613,4175,4046,168,48,123,0.00043039,0.000207507,0.000699535,0.040239521,0.011497006,0.030400395
819,PB005619,MAIN ST GETTY,41.682728,-69.962322,4911,3919,167,37,135,0.000427828,0.000159954,0.000767783,0.034005294,0.007534107,0.034447563
820,PB004626,SPRINGFIELD TIRE & AUTO SERVICE,42.10607,-72.591992,1545,1071,167,109,70,0.000427828,0.000471215,0.00039811,0.108090615,0.070550162,0.065359477
821,PB023777,RTE 135 AUTO,42.250243,-71.473179,3478,2978,167,85,87,0.000427828,0.000367461,0.000494793,0.048016101,0.024439333,0.029214238
822,PB050581,FAIRHAVEN GAS INC,41.64443,-70.893028,5020,3720,167,60,112,0.000427828,0.000259384,0.000636975,0.033266932,0.011952191,0.030107527
823,PB017818,STONEHAM GAS INC,42.496527,-71.100293,4850,4161,167,49,125,0.000427828,0.000211831,0.00071091,0.03443299,0.010103093,0.030040856
824,PB013458,HARVARD STREET GARAGE INC,42.40663,-71.102512,2138,1851,167,107,70,0.000427828,0.000462569,0.00039811,0.078110384,0.050046773,0.037817396
825,PB004742,TOYOTA OF BRAINTREE,42.210335,-70.997785,7444,7213,167,103,65,0.000427828,0.000445276,0.000369673,0.022434175,0.013836647,0.009011507
826,PB005235,DORCHESTER TIRE SERVICE INC,42.310963,-71.05729,1817,1607,166,87,88,0.000425266,0.000376107,0.000500481,0.091359384,0.047881123,0.054760423
827,PB011211,LARRY'S AUTOMOTIVE,42.240832,-71.851239,1607,1295,166,115,59,0.000425266,0.000497153,0.000335549,0.103298071,0.071561917,0.045559846
828,PB050447,KELLY HONDA,42.455509,-70.958625,2574,2523,166,73,95,0.000425266,0.000315584,0.000540292,0.064491064,0.028360528,0.037653587
829,PB004811,SPRING STREET AUTO PARTS,42.423056,-71.088233,1003,806,165,134,45,0.000422704,0.000579292,0.000255928,0.164506481,0.133599202,0.055831266
830,PB004688,BILL'S SUNOCO,42.099495,-72.315684,3295,2476,165,86,84,0.000422704,0.000371784,0.000477731,0.050075873,0.026100152,0.033925687
831,PB050624,"MANCHESTER GAS & SERVICE, INC.",42.578514,-70.762701,4385,3574,165,47,120,0.000422704,0.000203184,0.000682474,0.037628278,0.010718358,0.033575825
832,PB014505,"DOHERTYS GARAGE, INC.",42.413815,-71.326644,1995,1642,165,124,49,0.000422704,0.000536061,0.000278677,0.082706767,0.062155388,0.029841657
833,PB004707,"CENTRAL CHEVROLET, INC.",42.095588,-72.608227,2338,2198,164,93,74,0.000420142,0.000402046,0.000420859,0.070145423,0.039777588,0.03366697
834,FL011296,EVERSOURCE ENERGY SERVICE CORP,41.632499,-70.921328,199,155,164,27,141,0.000420142,0.000116723,0.000801906,0.824120603,0.135678392,0.909677419
835,PB050084,FAIRHAVEN GETTY,41.648958,-70.85927,2875,2397,164,79,92,0.000420142,0.000341523,0.00052323,0.057043478,0.027478261,0.03838131
836,PB100100,AKAR AUTO CENTER,42.312829,-71.275502,1915,1724,164,134,35,0.000420142,0.000579292,0.000199055,0.085639687,0.06997389,0.020301624
837,PB050550,Readville Mobil,42.24199,-71.13252,1472,1273,164,120,59,0.000420142,0.000518769,0.000335549,0.111413043,0.081521739,0.046347211
838,PB013381,"TOPS AUTO SERVICE, INC.",42.261758,-71.156497,1693,1357,164,100,75,0.000420142,0.000432307,0.000426546,0.096869462,0.059066745,0.055268976
839,PB050111,PRIME MOTOR GROUP AMR HOLDING,42.213135,-71.181624,3402,3315,163,19,146,0.00041758,8.21E-05,0.000830343,0.047912992,0.00558495,0.044042232
840,PB033359,MAPLE ROAD SERVICE STATION INC,42.032446,-72.553946,2472,2148,163,115,52,0.00041758,0.000497153,0.000295739,0.065938511,0.046521036,0.024208566
841,PB004624,DAVE'S TRUCK REPAIR INC.,42.141659,-72.52896,1226,897,162,112,56,0.000415019,0.000484184,0.000318488,0.132137031,0.091353997,0.062430323
842,PB050724,LAWLESS INC.,42.473208,-71.149575,1210,1147,162,106,65,0.000415019,0.000458246,0.000369673,0.133884298,0.087603306,0.056669573
843,PB004511,DARTMOUTH TOWING INC,41.642958,-70.986814,1149,891,161,129,41,0.000412457,0.000557676,0.000233178,0.140121845,0.11227154,0.046015713
844,PB004654,HERB CHAMBERS FORD,42.225412,-71.032642,1776,1704,161,79,88,0.000412457,0.000341523,0.000500481,0.090653153,0.044481982,0.051643192
845,PB050082,JOHN F NOONS INC,42.024777,-70.076511,3252,2499,161,69,96,0.000412457,0.000298292,0.000545979,0.049507995,0.021217712,0.038415366
846,PB050195,SULLIVAN TIRE CO. INC,41.983885,-70.701075,2980,2664,161,81,87,0.000412457,0.000350169,0.000494793,0.054026846,0.027181208,0.032657658
847,FL011886,VERIZON,42.341684,-71.035746,321,264,160,21,145,0.000409895,9.08E-05,0.000824655,0.498442368,0.065420561,0.549242424
848,PB006833,SALAMI ISUZU TRUCKS,42.327121,-71.071133,843,526,160,148,23,0.000409895,0.000639815,0.000130807,0.189798339,0.175563464,0.043726236
849,PB050426,BALISE LEXUS,42.141699,-72.62608,3330,3172,160,90,72,0.000409895,0.000389076,0.000409484,0.048048048,0.027027027,0.022698613
850,PB026544,SUPERIOR GAS INC,42.434775,-71.045829,2523,2099,159,65,102,0.000407333,0.000281,0.000580102,0.063020214,0.025762981,0.048594569
851,PB050138,CHERRY VALLEY MUTUAL,42.244821,-71.898651,3106,2188,159,40,119,0.000407333,0.000172923,0.000676786,0.051191243,0.0128783,0.054387569
852,PB005212,ORMSBEE GARAGE,42.110761,-73.264997,1551,1145,158,118,47,0.000404771,0.000510122,0.000267302,0.101869761,0.076079948,0.041048035
853,PB005386,TOM'S AUTO SERVICES LLC,42.685722,-71.310894,1675,1275,158,91,71,0.000404771,0.0003934,0.000403797,0.094328358,0.054328358,0.055686275
854,PB004740,RIVERSIDE GARAGE INC,42.765283,-71.103348,1493,1323,158,119,45,0.000404771,0.000514446,0.000255928,0.105827194,0.079705291,0.034013605
855,PB043546,PLANET AUTO SERVICE,42.14993,-71.03323,1056,832,158,102,67,0.000404771,0.000440953,0.000381048,0.149621212,0.096590909,0.080528846
856,PB005116,MACHERAS AUTO REPAIR,42.64441,-71.316684,2753,2011,157,49,113,0.000402209,0.000211831,0.000642663,0.057028696,0.017798765,0.05619095
857,PB007525,ADVANCED AUTOMOTIVE,42.532459,-71.150214,1922,1726,157,103,59,0.000402209,0.000445276,0.000335549,0.081685744,0.05359001,0.034183082
858,PB050554,POCASSET SERVICE STATION,41.69361,-70.619717,3094,2469,157,69,90,0.000402209,0.000298292,0.000511855,0.050743374,0.022301228,0.036452005
859,PB005141,NEWTON CENTER SHELL,42.367898,-71.174085,2281,1952,157,105,57,0.000402209,0.000453923,0.000324175,0.068829461,0.046032442,0.02920082
860,PB050255,"W.C.D. GARAGE, INC",42.3203,-71.6448,1676,1365,157,116,44,0.000402209,0.000501476,0.00025024,0.093675418,0.069212411,0.032234432
861,PB041617,SOUTH END MOBIL,41.67693,-71.180608,1518,1190,157,126,41,0.000402209,0.000544707,0.000233178,0.10342556,0.083003953,0.034453782
862,PB005227,GOLD STAR SERVICE,42.216472,-72.618365,1073,732,156,116,48,0.000399647,0.000501476,0.000272989,0.145386766,0.108108108,0.06557377
863,PB050728,JIFFY LUBE #948,42.40737,-73.26409,1080,957,156,126,37,0.000399647,0.000544707,0.000210429,0.144444444,0.116666667,0.038662487
864,PB004684,SOFT TOUCH AUTO WASH & LUBE INC,42.125192,-72.306893,3896,2805,156,38,124,0.000399647,0.000164277,0.000705223,0.040041068,0.009753593,0.044206774
865,PB005317,DAVE'S AUTOMOTIVE,42.021839,-70.840891,1748,1219,156,97,67,0.000399647,0.000419338,0.000381048,0.089244851,0.055491991,0.054963084
866,PB050584,PRIME TOYOTA ROUTE 2,42.518157,-71.685005,4553,4418,155,78,79,0.000397086,0.0003372,0.000449295,0.034043488,0.017131562,0.017881394
867,PB050055,JAFFARIAN SERVICE INC,42.765478,-71.104371,3795,3621,155,33,124,0.000397086,0.000142661,0.000705223,0.040843215,0.008695652,0.034244684
868,PB004897,"CENTURY TIRE CO., INC.",42.526435,-70.922628,1746,1403,155,66,98,0.000397086,0.000285323,0.000557353,0.088774341,0.037800687,0.069850321
869,PB004639,DALYS SERVICE CENTER INC,42.325275,-71.258639,2873,2499,154,88,74,0.000394524,0.00038043,0.000420859,0.053602506,0.030630003,0.029611845
870,PB018156,NICK & JOHN'S TEXACO INC,42.369234,-71.110388,2466,1910,154,71,91,0.000394524,0.000306938,0.000517542,0.062449311,0.028791565,0.047643979
871,PB007139,"LESLIE T.  HASKINS, INC.",42.301661,-71.286855,1760,1559,154,84,72,0.000394524,0.000363138,0.000409484,0.0875,0.047727273,0.046183451
872,PB005173,"WOODWORTH CHEVROLET- CADILLAC, INC.",42.672457,-71.15052,1114,1053,153,87,73,0.000391962,0.000376107,0.000415171,0.137342908,0.078096948,0.069325736
873,PB050230,DANKATE C.O.,41.742199,-70.776812,2261,1422,152,101,64,0.0003894,0.00043663,0.000363986,0.067226891,0.0446705,0.045007032
874,PB050659,MELLO'S SERVICES STATION INC.,41.690164,-71.179578,2430,1799,152,56,104,0.0003894,0.000242092,0.000591477,0.06255144,0.023045267,0.057809894
875,PB004948,TRI STATE TRUCK CENTER INC,42.253994,-71.70746,987,812,152,127,39,0.0003894,0.00054903,0.000221804,0.154002026,0.128672746,0.048029557
876,PB033338,LIA HONDA,42.332673,-72.635079,2329,2182,152,70,84,0.0003894,0.000302615,0.000477731,0.065264062,0.030055818,0.038496792
877,PB100133,STATE AUTO & SPRING LLC,42.713516,-71.118412,5080,4419,152,31,124,0.0003894,0.000134015,0.000705223,0.02992126,0.006102362,0.028060647
878,PB004944,BALISE CHEVROLET OLDSMOBILE,42.086263,-72.581187,1922,1794,151,74,83,0.000386838,0.000319907,0.000472044,0.078563996,0.038501561,0.046265329
879,PB050589,PARK AVENUE GAS & MARKET LLC.,42.273207,-71.813621,1456,1275,151,116,42,0.000386838,0.000501476,0.000238866,0.103708791,0.07967033,0.032941176
880,PB043866,WAYLAND MOBIL,42.322155,-71.354506,1969,1676,151,93,60,0.000386838,0.000402046,0.000341237,0.076688674,0.047232098,0.035799523
881,PB023597,RIVERSIDE CAR CARE CENTER INC,42.479538,-71.121493,2032,1835,151,74,84,0.000386838,0.000319907,0.000477731,0.074311024,0.036417323,0.045776567
882,PB004854,DIBACCOS SERVICE CENTER INC,42.555963,-70.880862,3259,2793,151,60,100,0.000386838,0.000259384,0.000568728,0.046333231,0.018410555,0.035803795
883,PB050004,SQUANTUM AUTO REPAIR INC,42.259297,-71.002714,3877,3158,151,22,133,0.000386838,9.51E-05,0.000756408,0.03894764,0.005674491,0.042115263
884,PB050564,VILLAGE GARAGE & INSPECTION CO.,41.648864,-70.425456,2596,1964,150,67,92,0.000384276,0.000289646,0.00052323,0.057781202,0.025808937,0.046843177
885,PB004862,WETHERELL'S HINSDALE GARAGE,42.44527,-73.129514,2321,1531,150,54,99,0.000384276,0.000233446,0.000563041,0.064627316,0.023265834,0.064663619
886,PB004977,KELLYS TIRE MART INC,41.900366,-70.954747,2835,2307,149,75,80,0.000381715,0.00032423,0.000454982,0.052557319,0.026455026,0.03467707
887,PB050003,PLYMPTON SERVICE CENTER,41.952504,-70.813993,2640,2046,149,63,88,0.000381715,0.000272354,0.000500481,0.056439394,0.023863636,0.043010753
888,PB004615,LEWS MOBIL,42.574392,-71.075357,4573,3755,149,56,99,0.000381715,0.000242092,0.000563041,0.03258255,0.012245791,0.026364847
889,PB050201,EDGEMONT OIL LLC,42.823919,-71.020491,2106,1603,149,89,63,0.000381715,0.000384753,0.000358299,0.070750237,0.042260209,0.03930131
890,PB040576,WORLD TECH AUTO CENTER,41.663739,-70.284114,1264,1046,149,110,47,0.000381715,0.000475538,0.000267302,0.117879747,0.087025316,0.044933078
891,PB020816,IRA SMITH TRUCK REPAIR,42.026371,-71.156534,467,328,148,133,28,0.000379153,0.000574969,0.000159244,0.316916488,0.284796574,0.085365854
892,PB100163,L & V AUTO REPAIR INC,42.779463,-71.090144,1851,1311,148,73,79,0.000379153,0.000315584,0.000449295,0.07995678,0.039438142,0.060259344
893,PB050213,F. BREWER INSPECTIONS,42.668845,-70.624515,1334,1033,148,103,52,0.000379153,0.000445276,0.000295739,0.110944528,0.077211394,0.050338819
894,PB050427,ONE STOP AUTO SALES & SERVICE,42.231766,-70.974192,1125,871,147,61,89,0.000376591,0.000263707,0.000506168,0.130666667,0.054222222,0.102181401
895,PB100145,SHELL SERVICE STATION,42.093428,-70.715476,3697,3220,147,60,88,0.000376591,0.000259384,0.000500481,0.039761969,0.016229375,0.027329193
896,PB037705,MASTRIA NISSAN INC,41.904478,-71.016554,4954,4758,147,54,98,0.000376591,0.000233446,0.000557353,0.029672992,0.010900283,0.020596889
897,PB035137,"HI TECH AUTO SERVICE, INC.",42.417259,-71.049468,2482,1913,147,51,100,0.000376591,0.000220477,0.000568728,0.05922643,0.020547945,0.052273915
898,PB004892,STEVEN'S SUNOCO,41.79667,-71.330745,1526,1294,147,118,39,0.000376591,0.000510122,0.000221804,0.096330275,0.077326343,0.030139104
899,PB050280,NICK'S CENTRAL GARAGE,42.1997,-71.4265,3969,3277,147,74,77,0.000376591,0.000319907,0.000437921,0.037037037,0.018644495,0.023497101
900,PB024947,NORTHAMPTON VOLKSWAGEN,42.141566,-72.013425,1724,1628,147,98,54,0.000376591,0.000423661,0.000307113,0.085266821,0.056844548,0.033169533
901,PB022905,ANNEX AUTO,42.134482,-71.162018,1791,1592,147,119,34,0.000376591,0.000514446,0.000193367,0.082077052,0.066443328,0.021356784
902,PB100011,Rockland Auto Brokers,42.170561,-71.045995,1425,1213,146,72,82,0.000374029,0.000311261,0.000466357,0.10245614,0.050526316,0.067600989
903,PB005245,RESERVOIR GARAGE INC.,42.366527,-71.781607,2256,1963,146,104,47,0.000374029,0.000449599,0.000267302,0.064716312,0.046099291,0.023942944
904,PB005131,J & S MOTORS INC.,42.114008,-71.654747,3346,2908,146,36,111,0.000374029,0.000155631,0.000631288,0.04363419,0.010759115,0.038170564
905,PB006898,DON SUDBAY MOTORS,42.626425,-70.698694,2009,1889,146,79,70,0.000374029,0.000341523,0.00039811,0.072672972,0.039323046,0.037056644
906,PB050219,ARLMONT FUEL CORP,42.408247,-71.134086,3001,2272,146,22,124,0.000374029,9.51E-05,0.000705223,0.04865045,0.00733089,0.054577465
907,PB050451,SPG AUTOMOTIVE REPAIR INC,42.508716,-70.895876,2090,1666,146,60,91,0.000374029,0.000259384,0.000517542,0.069856459,0.028708134,0.054621849
908,PB007000,WOOD TRUCKING CORPORATION,42.533875,-70.986853,1867,1474,145,102,54,0.000371467,0.000440953,0.000307113,0.077664703,0.054633101,0.036635007
909,PB005213,WILDER BROTHERS TIRE AND AUTO,42.219354,-70.786561,2394,1930,145,62,85,0.000371467,0.00026803,0.000483419,0.060568087,0.025898079,0.044041451
910,PB004468,COLONIAL CHEVROLET,42.485982,-71.416684,2169,1907,145,41,107,0.000371467,0.000177246,0.000608539,0.066851083,0.01890272,0.056109072
911,PB012252,CARLOS & MARIO AUTO REPAIR INC.,42.37363,-71.094724,2685,2119,145,7,138,0.000371467,3.03E-05,0.000784845,0.054003724,0.002607076,0.065125059
912,PB004671,TURNPIKE AUTO REPAIR,42.049557,-71.066921,1638,1307,145,112,39,0.000371467,0.000484184,0.000221804,0.088522589,0.068376068,0.029839327
913,PB100038,D G Pace Corp,42.534756,-71.235239,3549,3131,145,72,80,0.000371467,0.000311261,0.000454982,0.040856579,0.020287405,0.025550942
914,PB100066,HULL AUTO REPAIR AND AUTO DETAILING,42.298339,-70.881729,2926,2491,144,37,116,0.000368905,0.000159954,0.000659724,0.049213944,0.012645249,0.046567644
915,PB007517,DILLON CHEVROLET INC.,42.587337,-72.607311,1255,1102,144,96,56,0.000368905,0.000415015,0.000318488,0.114741036,0.076494024,0.050816697
916,PB050313,ARRC GAS & REPAIR,41.950044,-71.072936,3097,2220,144,27,120,0.000368905,0.000116723,0.000682474,0.04649661,0.008718114,0.054054054
917,PB050117,KRAFT TIRE & AUTO,42.332093,-71.541676,2999,2621,144,42,105,0.000368905,0.000181569,0.000597164,0.048016005,0.014004668,0.040061045
918,PB050615,BIRCHLERS AUTOMOTIVE INC.,42.147018,-71.495512,940,702,144,116,37,0.000368905,0.000501476,0.000210429,0.153191489,0.123404255,0.052706553
919,PB050006,WAGNER KIA OF SHREWSBURY,42.276634,-71.696347,3045,2894,144,35,112,0.000368905,0.000151308,0.000636975,0.04729064,0.011494253,0.03870076
920,FL007509,CITY OF BOSTON PUBLIC WORKS / FLEET MAINTENANCE,42.341158,-71.061551,1037,872,144,33,115,0.000368905,0.000142661,0.000654037,0.138862102,0.031822565,0.131880734
921,PB100129,SPEEDEE OIL CHANGE,42.658008,-71.268976,1933,1598,143,88,58,0.000366344,0.00038043,0.000329862,0.073978272,0.045525091,0.036295369
922,PB050174,JOHNNY'S GARAGE,42.258062,-73.363049,1177,903,143,120,31,0.000366344,0.000518769,0.000176306,0.121495327,0.101954121,0.034330011
923,PB100152,ELI'S GARAGE,42.432604,-71.055719,886,771,143,108,41,0.000366344,0.000466892,0.000233178,0.161399549,0.121896163,0.053177691
924,PB005486,"ENTWISTLE'S GARAGE, INC.",42.246575,-71.896014,736,583,143,99,50,0.000366344,0.000427984,0.000284364,0.194293478,0.13451087,0.085763293
925,PB004493,"DAN'S AUTO REPAIR, LLC.",42.576043,-71.263192,2769,2404,143,30,119,0.000366344,0.000129692,0.000676786,0.051643192,0.010834236,0.049500832
926,PB004895,JACOBS AUTO SERVICE,42.349278,-71.224289,4039,3355,143,32,117,0.000366344,0.000138338,0.000665412,0.035404803,0.007922753,0.034873323
927,PB043134,PREFERRED AUTOMOTIVE INC,42.1895,-70.955592,1211,1016,143,84,68,0.000366344,0.000363138,0.000386735,0.118084228,0.069364162,0.066929134
928,PB005463,Metro Motors of Chicopee,42.1756,-72.576519,1586,1515,143,78,69,0.000366344,0.0003372,0.000392422,0.090163934,0.049180328,0.045544554
929,PB035052,JOSEPH'S GARAGE,42.160629,-70.790013,2325,1928,142,86,63,0.000363782,0.000371784,0.000358299,0.061075269,0.036989247,0.032676349
930,PB006923,PUDGYS TOWING & AUTO REPAIR,42.460531,-70.94933,2253,1891,142,54,96,0.000363782,0.000233446,0.000545979,0.063027075,0.023968043,0.05076679
931,PB006971,MASS MOBIL INSPECTIONS,42.512015,-71.128064,2302,1562,142,62,86,0.000363782,0.00026803,0.000489106,0.061685491,0.026933102,0.055057618
932,PB050241,NORTHEAST  AUTOMOTIVE,42.058805,-72.430006,1085,791,142,101,53,0.000363782,0.00043663,0.000301426,0.130875576,0.093087558,0.067003793
933,PB004547,HYDE PARK SPRING & BRAKE CO,42.248276,-71.131259,2130,1623,142,28,118,0.000363782,0.000121046,0.000671099,0.066666667,0.01314554,0.072704868
934,PB005069,COLUCCI AUTO REPAIR,42.397786,-71.062954,2685,2018,142,24,120,0.000363782,0.000103754,0.000682474,0.052886406,0.008938547,0.059464817
935,PB050493,J N AUTO  SERVICE INC,42.237399,-71.014478,1894,1625,141,73,73,0.00036122,0.000315584,0.000415171,0.074445618,0.038542767,0.044923077
936,PB004711,GERVAIS LINCOLN INC,42.612672,-71.322378,1954,1858,141,67,80,0.00036122,0.000289646,0.000454982,0.072159672,0.034288639,0.043057051
937,PB019896,COLONIAL FORD INC,41.952706,-70.687499,2153,1912,141,56,89,0.00036122,0.000242092,0.000506168,0.065490014,0.026010218,0.046548117
